state_index,episode,step,best_action,reward,done,action__minatar_space_invaders_seed_0,action__minatar_space_invaders_seed_0_steps_4980736,action__minatar_space_invaders_seed_0_steps_9961472,action__minatar_space_invaders_seed_0_steps_14942208,action__minatar_space_invaders_seed_0_steps_19922944,matching_models,matching_fraction,top_suffix_agree,category
3843,1,2809,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3844,1,2810,1,0.0,False,1,2,3,3,1,2,0.4,1,best_only
3845,1,2811,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3846,1,2812,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
3847,1,2813,3,1.0,False,3,2,3,3,3,4,0.8,3,top_3
3848,1,2814,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3849,1,2815,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3850,1,2816,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3851,1,2817,1,0.0,False,1,2,2,3,1,2,0.4,1,best_only
3852,1,2818,3,1.0,False,3,2,3,3,3,4,0.8,3,top_3
3853,1,2819,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3854,1,2820,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3855,1,2821,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3856,1,2822,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
3857,1,2823,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3858,1,2824,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3859,1,2825,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3860,1,2826,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3861,1,2827,2,1.0,False,2,3,3,3,2,2,0.4,1,best_only
3862,1,2828,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3863,1,2829,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3864,1,2830,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3865,1,2831,2,0.0,False,2,2,3,2,2,4,0.8,2,top_2
3866,1,2832,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3867,1,2833,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3868,1,2834,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3869,1,2835,2,0.0,False,2,2,3,2,2,4,0.8,2,top_2
3870,1,2836,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3871,1,2837,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3872,1,2838,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3873,1,2839,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3874,1,2840,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3875,1,2841,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3876,1,2842,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
3877,1,2843,3,1.0,False,3,1,1,3,3,3,0.6,2,top_2
3878,1,2844,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3879,1,2845,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3880,1,2846,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3881,1,2847,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3882,1,2848,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3883,1,2849,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3884,1,2850,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3885,1,2851,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3886,1,2852,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3887,1,2853,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3888,1,2854,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3889,1,2855,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3890,1,2856,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3891,1,2857,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3892,1,2858,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3893,1,2859,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3894,1,2860,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3895,1,2861,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3896,1,2862,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3897,1,2863,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3898,1,2864,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3899,1,2865,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3900,1,2866,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3901,1,2867,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
3902,1,2868,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
3903,1,2869,2,0.0,False,2,1,3,1,2,2,0.4,1,best_only
3904,1,2870,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3905,1,2871,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3906,1,2872,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3907,1,2873,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3908,1,2874,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3909,1,2875,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3910,1,2876,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3911,1,2877,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3912,1,2878,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3913,1,2879,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3914,1,2880,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3915,1,2881,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3916,1,2882,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3917,1,2883,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3918,1,2884,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3919,1,2885,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3920,1,2886,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3921,1,2887,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3922,1,2888,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3923,1,2889,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3924,1,2890,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3925,1,2891,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3926,1,2892,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3927,1,2893,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3928,1,2894,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3929,1,2895,2,1.0,False,2,2,3,2,2,4,0.8,2,top_2
3930,1,2896,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3931,1,2897,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3932,1,2898,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3933,1,2899,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3934,1,2900,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3935,1,2901,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3936,1,2902,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3937,1,2903,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3938,1,2904,1,0.0,False,1,1,1,2,1,4,0.8,1,best_only
3939,1,2905,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
3940,1,2906,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3941,1,2907,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3942,1,2908,1,0.0,False,1,1,3,3,1,3,0.6,1,best_only
3943,1,2909,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3944,1,2910,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3945,1,2911,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3946,1,2912,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3947,1,2913,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3948,1,2914,2,0.0,False,2,2,3,2,2,4,0.8,2,top_2
3949,1,2915,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3950,1,2916,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3951,1,2917,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3952,1,2918,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3953,1,2919,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3954,1,2920,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3955,1,2921,1,1.0,False,1,3,3,1,1,3,0.6,2,top_2
3956,1,2922,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3957,1,2923,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3958,1,2924,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3959,1,2925,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3960,1,2926,1,1.0,False,1,3,3,1,1,3,0.6,2,top_2
3961,1,2927,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3962,1,2928,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3963,1,2929,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3964,1,2930,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3965,1,2931,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3966,1,2932,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3967,1,2933,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3968,1,2934,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3969,1,2935,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3970,1,2936,3,1.0,False,3,2,2,3,3,3,0.6,2,top_2
3971,1,2937,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3972,1,2938,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
3973,1,2939,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
3974,1,2940,3,1.0,False,3,2,2,2,3,2,0.4,1,best_only
3975,1,2941,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3976,1,2942,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3977,1,2943,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3978,1,2944,2,0.0,False,2,2,2,3,2,4,0.8,1,best_only
3979,1,2945,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3980,1,2946,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3981,1,2947,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3982,1,2948,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3983,1,2949,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
3984,1,2950,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
3985,1,2951,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
3986,1,2952,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
3987,1,2953,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3988,1,2954,1,0.0,False,1,3,2,2,1,2,0.4,1,best_only
3989,1,2955,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3990,1,2956,1,1.0,False,1,3,1,1,1,4,0.8,3,top_3
3991,1,2957,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
3992,1,2958,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3993,1,2959,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
3994,1,2960,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
3995,1,2961,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3996,1,2962,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3997,1,2963,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3998,1,2964,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
3999,1,2965,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4000,1,2966,2,1.0,False,2,3,1,3,2,2,0.4,1,best_only
4001,1,2967,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4002,1,2968,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4003,1,2969,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4004,1,2970,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4005,1,2971,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4006,1,2972,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4007,1,2973,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4008,1,2974,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4009,1,2975,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
4010,1,2976,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
4011,1,2977,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
4012,1,2978,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4013,1,2979,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4014,1,2980,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4015,1,2981,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4016,1,2982,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
4017,1,2983,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4018,1,2984,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4019,1,2985,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4020,1,2986,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4021,1,2987,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4022,1,2988,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4023,1,2989,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
4024,1,2990,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
4025,1,2991,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4026,1,2992,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4027,1,2993,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4028,1,2994,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4029,1,2995,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4030,1,2996,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4031,1,2997,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4032,1,2998,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4033,1,2999,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4034,1,3000,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4035,1,3001,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4036,1,3002,2,1.0,False,2,3,2,2,2,4,0.8,3,top_3
4037,1,3003,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4038,1,3004,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4039,1,3005,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4040,1,3006,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4041,1,3007,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4042,1,3008,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4043,1,3009,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4044,1,3010,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4045,1,3011,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
4046,1,3012,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4047,1,3013,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4048,1,3014,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4049,1,3015,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4050,1,3016,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4051,1,3017,3,1.0,False,3,2,3,3,3,4,0.8,3,top_3
4052,1,3018,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4053,1,3019,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4054,1,3020,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4055,1,3021,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4056,1,3022,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4057,1,3023,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4058,1,3024,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
4059,1,3025,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4060,1,3026,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4061,1,3027,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4062,1,3028,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4063,1,3029,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4064,1,3030,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4065,1,3031,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4066,1,3032,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4067,1,3033,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4068,1,3034,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4069,1,3035,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4070,1,3036,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4071,1,3037,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4072,1,3038,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4073,1,3039,2,0.0,False,2,1,3,1,2,2,0.4,1,best_only
4074,1,3040,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4075,1,3041,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4076,1,3042,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4077,1,3043,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4078,1,3044,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4079,1,3045,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4080,1,3046,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
4081,1,3047,3,0.0,False,3,1,3,1,3,3,0.6,1,best_only
4082,1,3048,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4083,1,3049,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4084,1,3050,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4085,1,3051,1,0.0,False,1,1,3,3,1,3,0.6,1,best_only
4086,1,3052,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
4087,1,3053,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4088,1,3054,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4089,1,3055,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4090,1,3056,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4091,1,3057,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4092,1,3058,3,0.0,False,3,3,2,2,3,3,0.6,1,best_only
4093,1,3059,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4094,1,3060,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4095,1,3061,3,0.0,False,3,3,2,2,3,3,0.6,1,best_only
4096,1,3062,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
4097,1,3063,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
4098,1,3064,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
4099,1,3065,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4100,1,3066,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
4101,1,3067,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4102,1,3068,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4103,1,3069,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
4104,1,3070,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
4105,1,3071,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4106,1,3072,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
4107,1,3073,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
4108,1,3074,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4109,1,3075,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4110,1,3076,2,0.0,False,2,2,3,2,2,4,0.8,2,top_2
4111,1,3077,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
4112,1,3078,2,1.0,False,2,3,3,2,2,3,0.6,2,top_2
4113,1,3079,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
4114,1,3080,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4115,1,3081,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
4116,1,3082,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
4117,1,3083,2,1.0,False,2,3,2,2,2,4,0.8,3,top_3
4118,1,3084,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4119,1,3085,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4120,1,3086,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
4121,1,3087,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4122,1,3088,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4123,1,3089,3,0.0,False,3,3,1,1,3,3,0.6,1,best_only
4124,1,3090,3,0.0,False,3,3,1,1,3,3,0.6,1,best_only
4125,1,3091,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4126,1,3092,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4127,1,3093,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4128,1,3094,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4129,1,3095,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4130,1,3096,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4131,1,3097,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4132,1,3098,1,1.0,False,1,2,2,1,1,3,0.6,2,top_2
4133,1,3099,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4134,1,3100,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4135,1,3101,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
4136,1,3102,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4137,1,3103,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4138,1,3104,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4139,1,3105,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4140,1,3106,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
4141,1,3107,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
4142,1,3108,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4143,1,3109,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4144,1,3110,3,0.0,False,3,3,3,2,3,4,0.8,1,best_only
4145,1,3111,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
4146,1,3112,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4147,1,3113,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4148,1,3114,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4149,1,3115,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4150,1,3116,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4151,1,3117,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4152,1,3118,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4153,1,3119,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
4154,1,3120,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4155,1,3121,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
4156,1,3122,2,0.0,False,2,2,3,2,2,4,0.8,2,top_2
4157,1,3123,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
4158,1,3124,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
4159,1,3125,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4160,1,3126,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4161,1,3127,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4162,1,3128,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4163,1,3129,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
4164,1,3130,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4165,1,3131,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4166,1,3132,1,0.0,False,1,1,0,0,1,3,0.6,1,best_only
4167,1,3133,0,0.0,False,0,2,3,3,0,2,0.4,1,best_only
4168,1,3134,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4169,1,3135,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4170,1,3136,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4171,1,3137,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4172,1,3138,0,0.0,False,0,1,3,3,0,2,0.4,1,best_only
4173,1,3139,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4174,1,3140,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4175,1,3141,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4176,1,3142,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4177,1,3143,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4178,1,3144,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
4179,1,3145,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4180,1,3146,0,0.0,False,0,1,3,0,0,3,0.6,2,top_2
4181,1,3147,0,0.0,False,0,1,3,0,0,3,0.6,2,top_2
4182,1,3148,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
4183,1,3149,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4184,1,3150,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4185,1,3151,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
4186,1,3152,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4187,1,3153,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4188,1,3154,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4189,1,3155,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4190,1,3156,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4191,1,3157,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4192,1,3158,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4193,1,3159,3,1.0,False,3,2,2,2,3,2,0.4,1,best_only
4194,1,3160,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4195,1,3161,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4196,1,3162,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4197,1,3163,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4198,1,3164,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4199,1,3165,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4200,1,3166,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
4201,1,3167,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4202,1,3168,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
4203,1,3169,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
4204,1,3170,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
4205,1,3171,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
4206,1,3172,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
